,name
56197,Knight of New Alara
56208,Knotvine Paladin
56218,Leonin Armorguard
56228,Mycoid Shepherd
56237,Pale Recluse
56259,Reborn Hope
56270,Sigil Captain
56280,Sigil of the Nayan Gods
56290,Sigiled Behemoth
56300,Wildfield Borderpost
56311,Identity Crisis
56321,Necromancer's Covenant
56332,Tainted Sigil
56343,Vectis Dominator
56352,Zealous Persecution
56362,Cloven Casting
56372,Double Negative
56382,Magefire Wings
56391,Skyclaw Thrash
56402,Spellbound Dragon
56433,Marrow Chomper
56443,Morbid Bloom
56452,Putrid Leech
56463,Cerodon Yearling
56472,Fight to the Death
56482,Glory of Warfare
56491,Intimidation Bolt
56500,Stun Sniper
56518,Nulltread Gargantuan
56528,Sages of the Anima
56538,Vedalken Heretic
56557,Enigma Sphinx
56567,Esper Sojourners
56576,Etherwrought Page
56596,Sphinx of the Steel Wind
56606,Drastic Revelation
56615,Grixis Sojourners
56635,"Unscythe, Killer of Kings"
56646,Dragon Appeasement
56655,Jund Sojourners
56685,Madrush Cyclops
56713,Naya Sojourners
56722,Retaliator Griffin
56743,Bant Sojourners
56752,Finest Hour
56761,Flurry of Wings
56770,"Jenara, Asura of War"
56781,Wargate
56802,Arsenal Thresher
56811,Esper Stormblade
56832,Grixis Grimblade
56843,Sewn-Eye Drake
56852,Slave of Bolas
56861,Giant Ambush Beetle
56870,Jund Hackblade
56880,Sangrite Backlash
56889,Marisi's Twinclaws
56898,Naya Hushblade
56909,Trace of Abundance
56920,Bant Sureblade
56930,Crystallization
56941,Messenger Falcons
56983,Spin into Myth
56988,Avatar of Woe
56998,Bog Witch
57002,Cemetery Reaper
57017,Extractor Demon
57025,Incremental Blight
57029,Infectious Horror
57038,Makeshift Mannequin
57042,Reanimate
57061,Sign in Blood
57069,Urborg Syphon-Mage
57073,Zombie Infestation
57083,Battering Craghorn
57087,Breath of Darigaaz
57096,Dragon Breath
57131,Gathan Raiders
57135,Hellkite Charger
57141,Imperial Hellkite
57145,Inferno Trap
57149,Kilnmouth Dragon
57154,"Ryusei, the Falling Star"
57168,Skirk Marauder
57181,Volcanic Fallout
57196,Fertilid
57208,Forgotten Ancient
57212,Gleeful Sabotage
57216,Harmonize
57221,Hunting Moa
57225,"Kamahl, Fist of Krosa"
57234,Leaf Gilder
57246,Primal Command
57255,Sakura-Tribe Elder
57260,Shinen of Life's Roar
57266,Spider Umbra
57271,Thelonite Hermit
57275,Verdeloth the Ancient
57279,Wall of Roots
57283,Wickerbough Elder
57287,Yavimaya Dryad
57300,Armadillo Cloak
57305,Avatar of Discord
57310,Batwing Brume
57336,Fires of Yavimaya
57341,Heroes' Reunion
57364,Rakdos Guildmage
57368,Savage Twister
57381,Torrent of Souls
57390,Unmake
57396,Vampiric Dragon
57405,Wax // Wane
57412,Aether Spellbomb
57416,Azorius Signet
57421,Dimir Signet
57426,Dreamstone Hedron
57454,Lodestone Golem
57459,Memnarch
57478,Sorcerer's Strongbox
57483,Sun Droplet
57496,Synod Sanctum
57500,Thran Dynamo
57505,Thunderstaff
57510,Artisan of Kozilek
57519,Graypelt Refuge
57523,Kazandu Refuge
57527,Khalni Garden
57531,Krosan Verge
57535,Llanowar Reborn
57545,Nantuko Monastery
57554,Secluded Steppe
57562,Tranquil Thicket
57630,Abu Ja'far
57635,Army of Allah
57643,Camel
57652,Jihad
57653,King Suleiman
57658,Moorish Cavalry
57678,Shahrazad
57683,War Elephant
57704,Flying Men
57722,Merchant Ship
57726,Old Man of the Sea
57731,Serendib Djinn
57750,Cuombajj Witches
57767,Guardian Beast
57772,Hasran Ogress
57785,Juzám Djinn
57790,Khabál Ghoul
57806,Aladdin
57815,Ali from Cairo
57828,Desert Nomads
57860,Ydwen Efreet
57865,Cyclone
57875,Drop of Honey
57880,Erhnam Djinn
57890,Ifh-Bíff Efreet
57895,Metamorphosis
57912,Singing Tree
57943,City in a Bottle
57971,Jeweled Bird
57976,Pyramids
57981,Ring of Ma'rûf
57985,Sandals of Abdallah
57990,Bazaar of Baghdad
58005,Diamond Valley
58010,Elephant Graveyard
58015,Island of Wak-Wak
58019,Library of Alexandria
58388,Argivian Archaeologist
58393,Argivian Blacksmith
58398,Artifact Ward
58408,Damping Field
58411,Martyrs of Korlis
58419,Drafna's Restoration
58433,Power Artifact
58447,Transmute Artifact
58451,Artifact Possession
58456,Gate to Phyrexia
58461,Haunting Wind
58466,Phyrexian Gremlins
58471,Priest of Yawgmoth
58484,Artifact Blast
58506,Goblin Artisans
58510,Orcish Mechanics
58520,Argothian Pixies
58525,Argothian Treefolk
58529,Citanul Druid
58539,Gaea's Avenger
58544,Powerleech
58584,Candelabra of Tawnos
58622,Golgothian Sylex
58641,Mightstone
58673,Rakalite
58688,Staff of Zegon
58692,Su-Chi
58697,Tablet of Epityr
58702,Tawnos's Coffin
58740,Urza's Chalice
58745,Urza's Miter
58754,Weakstone
58784,Mishra's Workshop
58868,Angel of Glory's Rise
58879,Angel of Jubilation
58889,Angel's Mercy
58931,Banishing Stroke
58941,Builder's Blessing
58952,Call to Serve
58962,Cathars' Crusade
58972,Cathedral Sanctifier
58991,Commander's Authority
59001,Cursebreak
59011,Defang
59021,Defy Death
59032,Devout Chaplain
59043,Divine Deflection
59053,Emancipation Angel
59062,Entreat the Angels
59073,Farbog Explorer
59083,Goldnight Commander
59093,Goldnight Redeemer
59103,Herald of War
59112,Holy Justiciar
59121,Leap of Faith
59130,Midnight Duelist
59140,Midvast Protector
59148,Moonlight Geist
59158,Moorland Inquisitor
59167,Nearheath Pilgrim
59187,Riders of Gavony
59198,Righteous Blow
59207,Seraph of Dawn
59216,Silverblade Paladin
59227,Spectral Gateguards
59235,Terminus
59246,Thraben Valiant
59255,Voice of the Provinces
59265,Zealous Strike
59274,Alchemist's Apprentice
59283,Amass the Components
59292,Arcane Melee
59301,Captain of the Mists
59310,Crippling Chill
59319,Deadeye Navigator
59329,Devastation Tide
59339,Dreadwaters
59349,Elgaud Shieldmate
59359,Favorable Winds
59369,Fettergeist
59378,Fleeting Distraction
59388,Galvanic Alchemist
59398,Geist Snatch
59408,Ghostform
59418,Ghostly Flicker
59427,Ghostly Touch
59436,Gryff Vanguard
59445,Havengul Skaab
59454,Infinite Reflection
59464,Into the Void
59473,Latch Seeker
59482,Lone Revenant
59491,Lunar Mystic
59500,Mass Appeal
59509,Mist Raven
59519,Misthollow Griffin
59540,Outwit
59549,Peel from Reality
59559,Rotcrown Ghoul
59567,Scrapskin Drake
59576,Second Guess
59585,Spectral Prison
59594,Spirit Away
59604,Stern Mentor
59613,Stolen Goods
59623,"Tamiyo, the Moon Sage"
59634,Tandem Lookout
59643,Temporal Mastery
59654,Vanishment
59665,Wingcrafter
59673,Appetite for Brains
59682,Barter in Blood
59724,Butcher Ghoul
59734,Corpse Traders
59744,Crypt Creeper
59754,Dark Impostor
59764,Death Wind
59774,Demonic Rising
59784,Demonic Taskmaster
59794,Demonlord of Ashmouth
59804,Descent into Madness
59814,Dread Slaver
59835,Essence Harvest
59844,Evernight Shade
59854,Exquisite Blood
59864,Ghoulflesh
59873,Gloom Surgeon
59882,Grave Exchange
59892,Griselbrand
59902,Harvester of Souls
59912,Homicidal Seclusion
59921,Human Frailty
59930,Hunted Ghoul
59939,Killing Wave
59949,Maalfeld Twins
59959,Marrow Bats
59969,Mental Agony
59979,Necrobite
59989,Polluted Dead
59999,Predator's Gambit
60008,Renegade Demon
60017,Searchlight Geist
60026,Soulcage Fiend
60036,Treacherous Pit-Dweller
60047,Triumph of Cruelty
60056,Undead Executioner
60065,Unhallowed Pact
60074,Aggravate
60083,Archwing Dragon
60093,Banners Raised
60103,Battle Hymn
60111,Bonfire of the Damned
60120,Burn at the Stake
60129,Dangerous Wager
60148,Dual Casting
60158,Falkenrath Exterminator
60168,Fervent Cathar
60177,Gang of Devils
60186,Guise of Fire
60195,Hanweir Lancer
60204,Havengul Vampire
60214,Heirs of Stromkirk
60223,Hound of Griselbrand
60233,Kessig Malcontents
60251,Lightning Mauler
60261,Lightning Prowess
60270,Mad Prophet
60279,Malicious Intent
60288,Malignus
60297,Pillar of Flame
60306,Raging Poltergeist
60315,Reforge the Soul
60325,Riot Ringleader
60335,Rite of Ruin
60344,Rush of Blood
60354,Scalding Devil
60363,Somberwald Vigilante
60372,Stonewright
60381,Thatcher Revolt
60390,Thunderbolt
60400,Thunderous Wrath
60411,"Tibalt, the Fiend-Blooded"
60421,Tyrant of Discord
60430,Uncanny Speed
60440,Vexing Devil
60450,Vigilante Justice
60460,Zealous Conscripts
60478,Blessings of Nature
60488,Borderland Ranger
60497,Bower Passage
60518,Craterhoof Behemoth
60528,Descendants' Path
60539,Diregraf Escort
60549,Druid's Familiar
60557,Druids' Repository
60567,Eaten by Spiders
60577,Flowering Lumberknot
60585,Geist Trappers
60594,Gloomwidow
60603,Grounded
60612,Howlgeist
60622,Joint Assault
60631,Lair Delve
60640,Natural End
60650,Nettle Swine
60659,Nightshade Peddler
60669,Pathbreaker Wurm
60679,Primal Surge
60689,Rain of Thorns
60698,Revenge of the Hunted
60709,Sheltering Word
60719,Snare the Skies
60727,Somberwald Sage
60737,Soul of the Harvest
60747,Terrifying Presence
60756,Timberland Guide
60765,Triumph of Ferocity
60776,Trusted Forcemage
60784,Ulvenwald Tracker
60795,Vorstclaw
60805,Wandering Wolf
60815,Wild Defiance
60826,Wildwood Geist
60834,Wolfir Avenger
60845,Wolfir Silverheart
60855,Yew Spirit
60864,"Bruna, Light of Alabaster"
60883,"Sigarda, Host of Herons"
60894,Angel's Tomb
60903,Angelic Armaments
60913,Bladed Bracers
60934,Gallows at Willow Hill
60945,Haunted Guardian
60965,Narstad Scrapper
60974,Otherworld Atlas
60984,Scroll of Avacyn
60995,Scroll of Griselbrand
61005,Tormentor's Trident
61014,Vanguard's Shield
61024,Vessel of Endless Rest
61034,Alchemist's Refuge
61054,Desolate Lighthouse
61065,Seraph Sanctuary
61075,Slayers' Stronghold
61236,Will Kenrith
61242,Rowan Kenrith
61247,"Regna, the Redeemer"
61256,"Krav, the Unredeemed"
61266,"Zndrsplt, Eye of Wisdom"
61274,"Okaun, Eye of Chaos"
61284,Virtus the Veiled
61292,Gorm the Great
61300,Khorvath Brightflame
61309,Sylvia Brightspear
61319,"Pir, Imaginative Rascal"
61328,"Toothy, Imaginary Friend"
61338,Blaring Recruiter
61347,Blaring Captain
61356,Chakram Retriever
61364,Chakram Slinger
61372,Soulblade Corrupter
61380,Soulblade Renewer
61388,Impetuous Protege
61396,Proud Mentor
61403,Ley Weaver
61412,Lore Weaver
61421,Arena Rector
61431,Aurora Champion
61439,Brightling
61448,Bring Down
61454,Dwarven Lightsmith
61460,Jubilant Mascot
61467,Play of the Game
61475,Regna's Sanction
61485,Skystreamer
61493,Together Forever
61502,Arcane Artisan
61511,Fumble
61519,Game Plan
61528,Huddle Up
61536,Nimbus Champion
61544,Out of Bounds
61552,Saltwater Stalwart
61560,Soaring Show-Off
61568,Spellseeker
61578,Spellweaver Duo
61585,Zndrsplt's Judgment
61594,Archfiend of Despair
61603,Bloodborn Scoundrels
61610,Fan Favorite
61616,Gang Up
61625,Inner Demon
61634,Mindblade Render
61644,Sickle Dancer
61653,Stunning Reversal
61662,Thrasher Brute
61672,Thrilling Encore
61682,Virtus's Maneuver
61691,Azra Bladeseeker
61699,Bonus Round
61709,Bull-Rush Bruiser
61717,Cheering Fanatic
61725,Khorvath's Fury
61735,Lava-Field Overlord
61742,Magma Hellion
61749,"Najeela, the Blade-Blossom"
61758,Stadium Vendors
61766,Stolen Strategy
61775,Bramble Sovereign
61784,Charging Binox
61790,Combo Attack
61798,The Crowd Goes Wild
61806,Decorated Champion
61814,Generous Patron
61824,"Grothama, All-Devouring"
61832,Jungle Wayfinder
61841,Pir's Whim
61850,Archon of Valor's Reach
61859,Azra Oddsmaker
61869,Last One Standing
61879,Rushblade Commander
61888,Vampire Charmseeker
61896,Sentinel Tower
61905,Victory Chimes
61914,Bountiful Promenade
61923,Luxury Suite
61932,Morphic Pool
61942,Sea of Clouds
61951,Spire Garden
61959,Angel of Retribution
61984,Battle Mastery
61991,Champion of Arashin
62005,Expedition Raptor
62011,Kor Spiritdancer
62027,Lightwalker
62034,Long Road Home
62041,Loyal Pegasus
62049,Mangara of Corondor
62057,Midnight Guard
62065,Oreskos Explorer
62080,Raptor Companion
62087,Rebuke
62093,Royal Trooper
62100,Shoulder to Shoulder
62107,Silverchase Fox
62115,Solemn Offering
62128,Steppe Glider
62143,Take Up Arms
62149,Tandem Tactics
62156,Benthic Giant
62170,Claustrophobia
62184,Fog Bank
62192,Frost Lynx
62199,Impulse
62205,Kitesail Corsair
62211,Kraken Hatchling
62219,Mystic Confluence
62233,Nimbus of the Isles
62240,Omenspeaker
62256,Oracle's Insight
62263,Peregrine Drake
62278,Reckless Scholar
62284,Sower of Temptation
62291,Spell Snare
62298,Switcheroo
62305,Tidespout Tyrant
62321,True-Name Nemesis
62330,Watercourser
62336,Assassin's Strike
62350,Daggerdrome Imp
62358,Diabolic Intent
62376,Eyeblight Assassin
62390,Grotesque Mutation
62397,Hand of Silumgar
62404,Last Gasp
62412,Liturgy of Blood
62418,Morbid Curiosity
62426,Nirkana Revenant
62433,Noosegraf Mob
62441,Noxious Dragon
62448,Nyxathid
62464,Prakhata Club Security
62470,Quest for the Gravelord
62478,Rotfeaster Maggot
62486,Screeching Buzzard
62493,Shambling Ghoul
62500,Slum Reaper
62508,Swarm of Bloodflies
62516,Tavern Swindler
62524,Tenacious Dead
62532,Bathe in Dragonfire
62539,Battle Rampart
62561,Blood Feud
62568,Boldwyr Intimidator
62575,Borderland Marauder
62582,Chain Lightning
62598,Dragon Hatchling
62612,Ember Beast
62627,Expedite
62642,Goblin Razerunners
62656,Magmatic Force
62671,Reckless Reveler
62685,Thunder Strike
62699,War's Toll
62707,Wrap in Flames
62713,Aim High
62736,Charging Rhino
62743,Cowl Prowler
62750,Daggerback Basilisk
62821,Karametra's Favor
62828,Kraul Warrior
62835,Lead by Example
62842,Magus of the Candelabra
62849,Plated Crusher
62856,Primal Huntbeast
62863,Pulse of Murasa
62871,Return to the Earth
62878,Saddleback Lagac
62893,Skyshroud Claim
62908,Vigor
62924,Apocalypse Hydra
62940,Centaur Healer
62947,Dinrova Horror
62956,Enduring Scalelord
62964,Evil Twin
62972,"Gwafa Hazid, Profiteer"
62981,Jelenn Sphinx
62994,Relentless Hunter
63007,Riptide Crab
63023,Unflinching Courage
63030,Urborg Drake
63036,Consulate Skygate
63056,Genesis Chamber
63064,Gold-Forged Sentinel
63070,Hexplate Golem
63084,Millennial Gargoyle
63091,Mind's Eye
63100,Mycosynth Lattice
63121,Pierce Strider
63128,Seer's Lantern
63136,Spectral Searchlight
63143,Stone Golem
63149,Tyrant's Machine
63208,Bane of Bala Ged
63218,Blight Herder
63229,Breaker of Armies
63239,Conduit of Ruin
63249,Deathless Behemoth
63259,Desolation Twin
63269,Eldrazi Devastator
63279,Endless One
63290,Gruesome Slaughter
63301,Kozilek's Channeler
63311,Oblivion Sower
63321,Ruin Processor
63330,Scour from Existence
63341,Titan's Presence
63351,"Ulamog, the Ceaseless Hunger"
63361,Ulamog's Despoiler
63370,Void Winnower
63380,Angel of Renewal
63399,Cliffside Lookout
63408,Courier Griffin
63417,Emeria Shepherd
63427,Encircling Fissure
63436,Expedition Envoy
63445,Felidar Cub
63453,Felidar Sovereign
63462,Fortified Rampart
63471,Ghostly Sentinel
63480,"Gideon, Ally of Zendikar"
63491,Gideon's Reproach
63500,Hero of Goma Fada
63509,Inspired Charge
63518,Kitesail Scout
63527,Kor Bladewhirl
63537,Kor Castigator
63546,Kor Entanglers
63555,Lantern Scout
63565,Lithomancer's Focus
63573,Makindi Patrol
63583,Ondu Greathorn
63592,Ondu Rising
63601,Planar Outburst
63610,Quarantine Field
63620,Retreat to Emeria
63631,Roil's Retribution
63640,Serene Steward
63649,Shadow Glider
63658,Sheer Drop
63667,Smite the Monstrous
63676,Stasis Snare
63686,Stone Haven Medic
63704,Unified Front
63713,Adverse Conditions
63723,Benthic Infiltrator
63733,Cryptic Cruiser
63742,Drowner of Hope
63752,Eldrazi Skyspawner
63763,Horribly Awry
63773,Incubator Drone
63782,Mist Intruder
63792,Murk Strider
63801,Oracle of Dust
63811,Ruination Guide
63820,Salvage Drone
63829,Spell Shrivel
63839,Tide Drifter
63849,Ulamog's Reclaimer
63859,Anticipate
63868,Brilliant Spectrum
63877,Cloud Manta
63886,Clutch of Currents
63895,Coastal Discovery
63913,Dampening Pulse
63922,Dispel
63930,Exert Influence
63939,Guardian of Tazeem
63950,Halimar Tidecaller
63959,Part the Waterveil
63968,Prism Array
63977,Retreat to Coralhelm
63987,Roilmage's Trick
63996,Rush of Ice
64005,Scatter to the Winds
64014,Tightening Coils
64023,Ugin's Insight
64032,Wave-Wing Elemental
64041,Windrider Patrol
64050,Complete Disregard
64059,Culling Drone
64068,Dominator Drone
64077,Grave Birthing
64086,Grip of Desolation
64095,Mind Raker
64104,Silent Skimmer
64113,Skitterskin
64122,Sludge Crawler
64131,Smothering Abomination
64139,Swarm Surge
64148,Transgress the Mind
64157,Wasteland Strangler
64166,Altar's Reap
64176,Bloodbond Vampire
64204,Defiant Bloodlord
64214,Demon's Grasp
64222,"Drana, Liberator of Malakir"
64232,Dutiful Return
64241,Geyserfield Stalker
64250,Guul Draz Overseer
64259,Hagra Sharpshooter
64267,Kalastria Healer
64277,Kalastria Nightwatch
64286,Malakir Familiar
64295,Mire's Malice
64304,Nirkana Assassin
64313,Ob Nixilis Reignited
64324,Painful Truths
64334,Retreat to Hagra
64344,Rising Miasma
64353,Ruinous Path
64370,Voracious Null
64389,Barrage Tyrant
64398,Crumble to Dust
64408,Kozilek's Sentinel
64417,Molten Nursery
64426,Nettle Drone
64436,Processor Assault
64445,Serpentine Spike
64454,Touch of the Void
64463,Turn Against
64472,Vestige of Emrakul
64481,Vile Aggregate
64490,Akoum Firebird
64499,Akoum Hellkite
64508,Akoum Stonewaker
64517,Belligerent Whiptail
64526,Boiling Earth
64535,Chasm Guide
64554,Firemantle Mage
64564,Goblin War Paint
64573,Lavastep Raider
64582,Makindi Sliderunner
64592,Ondu Champion
64601,Outnumber
64611,Radiant Flames
64621,Reckless Cohort
64629,Retreat to Valakut
64639,Rolling Thunder
64649,Shatterskull Recruit
64658,Stonefury
64667,Sure Strike
64676,Tunneling Geopede
64685,Valakut Invoker
64695,Valakut Predator
64704,Volcanic Upheaval
64722,Blisterpod
64732,Brood Monitor
64742,Call the Scions
64751,Eyeless Watcher
64762,From Beyond
64771,Unnatural Aggression
64780,Void Attendant
64789,Beastcaller Savant
64799,Broodhunter Wurm
64808,Earthen Arms
64817,Giant Mantis
64826,Greenwarden of Murasa
64836,Infuse with the Elements
64845,Jaddi Offshoot
64855,Lifespring Druid
64864,Murasa Ranger
64873,Natural Connection
64883,Nissa's Renewal
64893,Oran-Rief Hydra
64902,Oran-Rief Invoker
64929,Reclaiming Vines
64939,Retreat to Kazandu
64948,Rot Shambler
64958,Scythe Leopard
64968,Seek the Wilds
64977,Snapping Gnarlid
64987,Swell of Growth
65007,Tajuru Beastmaster
65016,Tajuru Stalwart
65025,Tajuru Warcaller
65035,Territorial Baloth
65044,Undergrowth Champion
65055,Woodland Wanderer
65064,Brood Butcher
65073,Brutal Expulsion
65082,Catacomb Sifter
65092,Dust Stalker
65102,Fathom Feeder
65111,Forerunner of Slaughter
65120,Herald of Kozilek
65129,Sire of Stagnation
65139,Ulamog's Nullifier
65148,Angelic Captain
65168,Drana's Emissary
65177,Grove Rumbler
65186,Grovetender Druids
65195,"Kiora, Master of the Depths"
65204,March from the Tomb
65213,"Munda, Ambush Leader"
65222,"Noyan Dar, Roil Shaper"
65231,"Omnath, Locus of Rage"
65242,Resolute Blademaster
65253,Roil Spout
65262,Skyrider Elf
65271,Veteran Warleader
65280,Aligned Hedron Network
65298,Hedron Blade
65307,Pathway Arrows
65316,Pilgrim's Eye
65325,Slab Hammer
65334,Ally Encampment
65344,Blighted Cataract
65353,Blighted Fen
65363,Blighted Gorge
65372,Blighted Steppe
65382,Blighted Woodland
65420,Fertile Thicket
65430,Looming Spires
65471,Sanctum of Ugin
65481,Sandstone Bridge
65490,Shambling Vent
65500,Shrine of the Forsaken Gods
65510,Skyline Cascade
65530,Spawning Bed
65901,Acolyte's Reward
65910,Akroan Phalanx
65918,Akroan Skyguard
65927,Archetype of Courage
65936,"Brimaz, King of Oreskos"
65946,Dawn to Dusk
65956,Eidolon of Countless Battles
65967,Elite Skirmisher
65976,Ephara's Radiance
65985,Excoriate
65994,Fated Retribution
66004,Ghostblade Eidolon
66014,Glimpse the Sun God
66025,God-Favored General
66034,Great Hart
66043,Griffin Dreamfinder
66052,Hero of Iroas
66063,Hold at Bay
66081,Mortal's Ardor
66090,Nyxborn Shieldmate
66100,Oreskos Sun Guide
66109,Ornitharch
66119,Plea for Guidance
66137,Silent Sentinel
66146,Spirit of the Labyrinth
