,cmc,power,resistence,raridades,cluster_textclass,predicted_cluster,true_label
1773,0.1875,0.0625,0.0,0.0,0.9423791821561338,1159,16.0
1774,0.125,0.0625,0.06666666666666667,0.0,0.5185873605947955,60,14.99
1775,0.0625,0.0625,0.0,0.5,0.0241635687732342,887,0.24
1776,0.1875,0.0625,0.0,0.0,0.862453531598513,1159,9.75
1777,0.125,0.125,0.0,0.0,0.23977695167286245,446,0.03
1778,0.3125,0.1875,0.26666666666666666,0.0,0.4163568773234201,919,9.9
1779,0.125,0.0625,0.0,0.5,0.24349442379182154,928,49.99
1780,0.25,0.25,0.2,0.5,0.8048327137546468,1167,399.99
1781,0.4375,0.25,0.33333333333333337,0.875,0.966542750929368,1102,1.75
1782,0.25,0.1875,0.13333333333333336,0.875,0.22304832713754646,237,17.1
1783,0.0625,0.0625,0.0,0.0,0.5297397769516728,253,0.08
1784,0.1875,0.125,0.06666666666666667,0.5,0.6505576208178439,946,0.23
1785,0.1875,0.1875,0.13333333333333336,0.5,0.966542750929368,285,0.2
1786,0.1875,0.125,0.13333333333333336,0.0,0.7267657992565055,561,0.05
1787,0.25,0.125,0.06666666666666667,0.5,0.4535315985130111,745,0.24
1788,0.375,0.25,0.2,0.5,0.8643122676579925,152,0.14
1789,0.3125,0.1875,0.13333333333333336,0.875,0.6877323420074349,208,6.5
1790,0.25,0.125,0.0,0.5,0.7602230483271375,924,0.07
1791,0.0625,0.0625,0.06666666666666667,0.0,0.4219330855018587,1071,0.05
1792,0.25,0.125,0.13333333333333336,0.0,0.2620817843866171,708,0.04
1793,0.1875,0.125,0.0,0.0,0.5427509293680297,386,0.05
1794,0.125,0.125,0.06666666666666667,0.0,0.7230483271375464,871,0.0
1795,0.125,0.125,0.0,0.5,0.5650557620817843,625,0.09
1796,0.25,0.1875,0.13333333333333336,0.875,0.6133828996282528,514,0.26
1797,0.25,0.125,0.2,0.0,0.5037174721189591,1120,0.93
1798,0.1875,0.125,0.06666666666666667,0.875,0.16728624535315983,663,0.98
1799,0.3125,0.125,0.26666666666666666,0.0,0.6133828996282528,804,0.08
1800,0.125,0.125,0.0,0.0,0.19888475836431227,34,0.05
1801,0.375,0.1875,0.13333333333333336,0.0,0.8420074349442379,502,0.1
1802,0.125,0.0625,0.0,0.0,0.24721189591078066,173,0.05
1803,0.1875,0.125,0.13333333333333336,0.875,0.895910780669145,664,0.14
1804,0.375,0.3125,0.26666666666666666,0.875,0.3011152416356877,943,32.18
1805,0.25,0.125,0.13333333333333336,0.0,0.4628252788104089,1059,0.06
1806,0.1875,0.1875,0.2,0.5,0.29182156133828996,862,0.04
1807,0.1875,0.0625,0.2,0.0,0.17100371747211895,628,0.09
1808,0.3125,0.1875,0.06666666666666667,0.0,0.9275092936802973,632,0.06
1809,0.375,0.25,0.26666666666666666,0.0,0.5018587360594795,345,0.04
1810,0.1875,0.1875,0.0,0.5,0.23977695167286245,551,0.05
1811,0.3125,0.25,0.2,0.875,0.4628252788104089,479,0.17
1812,0.25,0.125,0.06666666666666667,0.875,0.3661710037174721,994,0.17
1813,0.25,0.125,0.06666666666666667,0.0,0.9237918215613382,1127,0.08
1814,0.25,0.1875,0.13333333333333336,0.625,0.46840148698884754,179,1.95
1815,0.0625,0.125,0.06666666666666667,0.0,0.9349442379182156,1241,0.11
1816,0.3125,0.1875,0.13333333333333336,0.0,0.08921933085501858,398,0.04
1817,0.1875,0.125,0.13333333333333336,0.0,0.18401486988847582,422,0.06
1818,0.25,0.125,0.06666666666666667,0.5,0.9609665427509293,1262,0.06
1819,0.1875,0.125,0.0,0.0,0.9609665427509293,729,0.23
1820,0.0625,0.0625,0.0,0.0,0.016728624535315983,970,0.08
1821,0.125,0.0625,0.0,0.0,0.604089219330855,416,0.25
1822,0.25,0.1875,0.13333333333333336,0.5,0.6412639405204461,126,0.06
1823,0.125,0.125,0.0,0.0,0.7472118959107806,445,0.04
1824,0.1875,0.125,0.06666666666666667,0.875,0.03345724907063197,451,0.48
1825,0.1875,0.25,0.13333333333333336,0.5,0.29182156133828996,1328,0.1
1826,0.25,0.3125,0.2,0.875,0.241635687732342,587,0.5
1827,0.3125,0.1875,0.26666666666666666,0.875,0.7602230483271375,728,0.9
1828,0.25,0.0625,0.0,0.5,0.21933085501858735,1078,0.09
1829,0.125,0.125,0.0,0.875,0.4163568773234201,1082,0.12
1830,0.5,0.0625,0.0,0.625,0.4851301115241635,584,97.7
1831,0.375,0.3125,0.26666666666666666,1.0,0.8159851301115241,576,4.49
1832,0.0625,0.0625,0.06666666666666667,0.0,0.6301115241635687,848,0.04
1833,0.375,0.25,0.2,0.0,0.026022304832713755,734,0.1
1834,0.3125,0.25,0.0,0.5,0.23048327137546468,884,0.12
1835,0.3125,0.1875,0.13333333333333336,0.0,0.9721189591078067,421,0.08
1836,0.1875,0.125,0.0,0.0,0.13568773234200743,314,0.03
1837,0.1875,0.1875,0.06666666666666667,0.0,0.38289962825278806,1244,0.15
1838,0.125,0.25,0.13333333333333336,0.875,0.5613382899628252,1179,0.33
1839,0.25,0.125,0.06666666666666667,0.0,0.8921933085501859,548,0.06
1840,0.25,0.25,0.2,0.875,0.30297397769516726,469,0.85
1841,0.125,0.0625,0.0,0.5,0.12267657992565055,1311,0.13
1842,0.1875,0.125,0.0,0.0,0.39776951672862454,788,0.04
1843,0.375,0.1875,0.13333333333333336,0.5,0.8587360594795539,207,0.1
1844,0.1875,0.125,0.06666666666666667,0.0,0.39219330855018586,211,0.09
1845,0.25,0.125,0.06666666666666667,0.5,0.3550185873605948,594,0.08
1846,0.25,0.125,0.06666666666666667,0.0,0.6933085501858736,236,0.05
1847,0.25,0.125,0.06666666666666667,0.875,0.604089219330855,811,0.35
1848,0.1875,0.1875,0.0,0.5,0.8587360594795539,1103,0.09
1849,0.125,0.125,0.0,0.5,0.5799256505576208,625,0.04
1850,0.25,0.125,0.06666666666666667,0.5,0.7026022304832713,392,0.0
1851,0.1875,0.125,0.06666666666666667,0.0,0.3178438661710037,807,0.06
1852,0.125,0.0625,0.0,0.0,0.10780669144981413,825,0.05
1853,0.0625,0.0625,0.0,0.0,0.2899628252788104,293,0.06
1854,0.0625,0.0625,0.0,0.5,0.07806691449814127,94,0.1
1855,0.4375,0.4375,0.4,0.875,0.4386617100371747,957,0.73
1856,0.0625,0.25,0.13333333333333336,0.875,0.08736059479553902,925,10.81
1857,0.3125,0.1875,0.13333333333333336,0.875,0.6728624535315985,208,3.95
1858,0.1875,0.125,0.06666666666666667,0.0,0.020446096654275093,298,0.13
1859,0.5,0.3125,0.26666666666666666,0.625,0.5947955390334572,1223,249.99
1860,0.0625,0.0625,0.0,0.0,0.7602230483271375,223,0.05
1861,0.25,0.125,0.06666666666666667,0.5,0.22304832713754646,282,0.1
1862,0.25,0.3125,0.26666666666666666,0.0,0.11524163568773234,753,0.05
1863,0.3125,0.1875,0.26666666666666666,0.0,0.5576208178438662,868,0.04
1864,0.1875,0.1875,0.13333333333333336,0.5,0.3940520446096654,1287,0.04
1865,0.375,0.25,0.06666666666666667,0.5,0.30855018587360594,323,0.2
1866,0.125,0.0625,0.0,0.0,0.6282527881040892,28,0.14
1867,0.375,0.375,0.2,0.0,0.7713754646840149,101,0.05
1868,0.1875,0.0,0.0,0.875,0.9144981412639405,77,6.4
1869,0.375,0.375,0.33333333333333337,0.875,0.5390334572490706,215,4.99
1870,0.125,0.0625,0.0,0.0,0.8884758364312267,1266,0.19
1871,0.1875,0.125,0.06666666666666667,0.0,0.07806691449814127,133,0.04
1872,0.0625,0.0625,0.0,0.875,0.9609665427509293,675,49.99
1873,0.125,0.125,0.0,0.0,0.09107806691449814,610,0.05
1874,0.3125,0.1875,0.13333333333333336,0.0,0.8178438661710037,30,0.04
1875,0.1875,0.1875,0.13333333333333336,0.5,0.3252788104089219,1287,0.06
1876,0.3125,0.25,0.2,0.875,0.22304832713754646,27,0.99
1877,0.3125,0.1875,0.13333333333333336,0.5,0.8141263940520446,843,0.07
1878,0.375,0.3125,0.26666666666666666,0.625,0.8271375464684014,737,29.99
1879,0.3125,0.3125,0.26666666666666666,0.625,0.7434944237918215,577,34.75
1880,0.125,0.125,0.0,0.5,0.5724907063197026,625,0.05
1881,0.3125,0.1875,0.13333333333333336,0.0,0.3847583643122676,591,0.04
1882,0.375,0.25,0.2,0.875,0.6003717472118959,76,3.99
1883,0.3125,0.1875,0.13333333333333336,0.875,0.845724907063197,70,11.61
1884,0.3125,0.0625,0.2,0.875,0.06505576208178439,1073,1.75
1885,0.3125,0.1875,0.13333333333333336,0.875,0.37174721189591076,705,1.9
1886,0.1875,0.0625,0.0,0.875,0.05762081784386617,434,14.39
1887,0.25,0.125,0.4,0.875,0.6933085501858736,873,1.85
1888,0.375,0.1875,0.2,0.875,0.6394052044609665,540,1.5
1889,0.1875,0.125,0.06666666666666667,0.875,0.16728624535315983,663,6.53
1890,0.1875,0.0625,0.0,0.875,0.8884758364312267,1062,99.99
1891,0.25,0.0625,0.0,0.875,0.8884758364312267,743,109.99
1892,0.25,0.125,0.06666666666666667,0.5,0.13940520446096655,532,0.15
1893,0.25,0.125,0.06666666666666667,0.5,0.37174721189591076,594,0.19
1894,0.3125,0.125,0.2,0.5,0.895910780669145,772,3.78
1895,0.3125,0.125,0.2,0.5,0.7156133828996282,458,0.04
1896,0.3125,0.1875,0.13333333333333336,0.5,0.6282527881040892,463,0.04
1897,0.3125,0.125,0.06666666666666667,0.5,0.06505576208178439,46,0.13
1898,0.1875,0.0,0.2,0.5,0.37174721189591076,144,0.14
1899,0.1875,0.0625,0.0,0.5,0.6505576208178439,358,0.18
1900,0.25,0.125,0.06666666666666667,0.5,0.39962825278810404,594,0.47
1901,0.25,0.125,0.06666666666666667,0.5,0.06505576208178439,46,0.08
1902,0.25,0.0625,0.06666666666666667,1.0,0.7546468401486989,1278,115.0
1903,0.1875,0.1875,0.06666666666666667,0.0,0.9739776951672862,661,0.04
1904,0.1875,0.1875,0.13333333333333336,0.625,0.2732342007434944,651,4.05
1905,0.375,0.1875,0.2,0.0,0.6747211895910781,523,0.04
1906,0.1875,0.0625,0.0,0.5,0.8884758364312267,529,0.09
1907,0.3125,0.1875,0.06666666666666667,0.0,0.32342007434944237,139,0.04
1908,0.1875,0.0,0.13333333333333336,0.625,0.8438661710037174,971,1.33
1909,0.375,0.25,0.2,0.5,0.9237918215613382,1238,0.04
1910,0.25,0.125,0.2,0.0,0.7397769516728624,88,0.08
1911,0.1875,0.125,0.06666666666666667,0.0,0.9275092936802973,22,0.04
1912,0.1875,0.0625,0.0,0.625,0.3382899628252788,36,76.41
1913,0.4375,0.25,0.2,0.0,0.6747211895910781,26,0.04
1914,0.5,0.375,0.33333333333333337,0.625,0.07063197026022304,214,70.41
1915,0.375,0.25,0.2,0.0,0.08364312267657992,734,0.04
1916,0.25,0.125,0.06666666666666667,0.0,0.6747211895910781,236,0.04
1917,0.125,0.0625,0.13333333333333336,0.875,0.6840148698884758,581,1.39
1918,0.1875,0.1875,0.06666666666666667,0.0,0.5762081784386617,642,0.05
1919,0.25,0.25,0.13333333333333336,0.5,0.6840148698884758,1016,0.1
1920,0.1875,0.1875,0.06666666666666667,0.0,0.21561338289962825,714,0.06
1921,0.25,0.25,0.13333333333333336,0.0,0.39219330855018586,7,0.04
1922,0.125,0.125,0.06666666666666667,0.5,0.027881040892193308,438,0.18
1923,0.5625,0.3125,0.2,0.5,0.6747211895910781,1275,0.14
1924,0.4375,0.3125,0.2,0.0,0.6747211895910781,1044,0.04
1925,0.1875,0.1875,0.06666666666666667,0.625,0.6152416356877323,485,103.12
1926,0.25,0.1875,0.13333333333333336,0.0,0.9144981412639405,1087,0.06
1927,0.25,0.25,0.2,0.625,0.43680297397769513,1157,17.75
1928,0.5,0.4375,0.26666666666666666,0.0,0.6747211895910781,488,0.04
1929,0.125,0.125,0.06666666666666667,0.5,0.8884758364312267,573,0.1
1930,0.1875,0.0625,0.2,0.875,0.8884758364312267,263,16.99
1931,0.3125,0.625,0.4666666666666667,0.625,0.7397769516728624,617,11.7
1932,0.1875,0.1875,0.13333333333333336,0.0,0.020446096654275093,712,0.1
1933,0.375,0.3125,0.33333333333333337,0.875,0.8271375464684014,351,2.45
1934,0.1875,0.1875,0.13333333333333336,0.5,0.7397769516728624,368,0.99
1935,0.125,0.125,0.06666666666666667,0.5,0.6728624535315985,1128,0.17
1936,0.5,0.1875,0.2,0.5,0.6747211895910781,1054,0.08
1937,0.4375,0.3125,0.26666666666666666,0.5,0.8661710037174721,832,0.21
1938,0.25,0.1875,0.06666666666666667,0.0,0.5650557620817843,38,0.08
1939,0.3125,0.125,0.06666666666666667,0.0,0.6877323420074349,874,0.08
1940,0.125,0.0,0.06666666666666667,0.875,0.22304832713754646,1261,6.33
1941,0.125,0.125,0.0,0.0,0.28810408921933084,446,0.1
1942,0.0625,0.125,0.0,0.5,0.3940520446096654,937,0.09
1943,0.1875,0.0625,0.0,0.875,0.20260223048327136,814,0.65
1944,0.1875,0.125,0.13333333333333336,0.0,0.1895910780669145,422,0.14
1945,0.125,0.125,0.06666666666666667,0.5,0.020446096654275093,438,0.75
1946,0.1875,0.125,0.06666666666666667,0.0,0.1691449814126394,410,0.08
1947,0.125,0.125,0.06666666666666667,0.0,0.41263940520446096,13,0.05
1948,0.3125,0.125,0.2,0.5,0.2955390334572491,815,0.25
1949,0.375,0.25,0.26666666666666666,0.0,0.16356877323420074,135,0.04
1950,0.125,0.0,0.06666666666666667,0.5,0.7360594795539033,431,0.21
1951,0.1875,0.125,0.06666666666666667,0.0,0.9814126394052044,251,0.04
1952,0.125,0.125,0.0,0.0,0.741635687732342,445,0.04
1953,0.3125,0.1875,0.13333333333333336,0.0,0.18401486988847582,499,0.04
1954,0.125,0.0625,0.13333333333333336,0.0,0.3475836431226766,623,0.05
1955,0.3125,0.125,0.13333333333333336,0.875,0.6691449814126393,208,0.0
1956,0.1875,0.125,0.0,0.5,0.7026022304832713,275,0.09
1957,0.25,0.125,0.06666666666666667,0.875,0.07434944237918215,361,3.95
1958,0.5,0.3125,0.26666666666666666,0.875,0.9237918215613382,892,0.0
1959,0.1875,0.1875,0.0,1.0,0.8680297397769516,568,29.57
1960,0.1875,0.125,0.13333333333333336,0.0,0.44052044609665425,821,0.08
1961,0.125,0.0625,0.0,0.0,0.5650557620817843,416,0.04
1962,0.1875,0.125,0.06666666666666667,0.0,0.8921933085501859,22,0.0
1963,0.125,0.125,0.0,0.0,0.13568773234200743,34,0.04
1964,0.375,0.25,0.2,0.625,0.2527881040892193,48,18.04
1965,0.375,0.25,0.2,0.5,0.6784386617100372,305,0.05
1966,0.1875,0.4375,0.4,0.875,0.12267657992565055,274,0.99
1967,0.3125,0.1875,0.26666666666666666,0.0,0.4851301115241635,209,0.05
1968,0.25,0.125,0.06666666666666667,0.0,0.44423791821561337,250,0.04
1969,0.125,0.125,0.13333333333333336,0.0,0.7100371747211895,1247,0.08
1970,0.25,0.25,0.06666666666666667,0.0,0.6617100371747212,906,0.06
1971,0.125,0.125,0.06666666666666667,0.5,0.7174721189591078,470,0.04
1972,0.0625,0.0625,0.0,0.5,0.8828996282527881,656,0.13
1973,0.1875,0.0625,0.13333333333333336,0.0,0.4702602230483271,995,0.05
1974,0.4375,0.3125,0.26666666666666666,0.5,0.46654275092936803,412,0.08
1975,0.125,0.0625,0.06666666666666667,0.0,0.5762081784386617,848,0.08
1976,0.125,0.0,0.0,0.0,0.671003717472119,28,0.1
1977,0.1875,0.1875,0.2,0.0,0.6301115241635687,735,0.04
1978,0.25,0.1875,0.2,0.875,0.09479553903345725,1135,0.15
1979,0.5,0.4375,0.4,0.875,0.533457249070632,198,1.25
1980,0.125,0.125,0.0,0.0,0.20260223048327136,34,0.04
1981,0.3125,0.25,0.2,0.0,0.6301115241635687,1072,0.09
1982,0.1875,0.125,0.06666666666666667,0.0,0.13568773234200743,410,0.14
1983,0.125,0.125,0.06666666666666667,0.0,0.3847583643122676,13,0.2
1984,0.0625,0.0625,0.06666666666666667,0.875,0.39962825278810404,961,2.43
1985,0.4375,0.4375,0.33333333333333337,0.5,0.16356877323420074,1327,0.05
1986,0.25,0.1875,0.13333333333333336,0.0,0.16356877323420074,103,0.05
1987,0.25,0.1875,0.0,0.0,0.8884758364312267,1316,0.04
1988,0.1875,0.1875,0.13333333333333336,0.0,0.5297397769516728,1323,0.04
1989,0.375,0.25,0.2,0.5,0.21561338289962825,863,0.17
1990,0.375,0.25,0.2,0.5,0.6877323420074349,305,0.1
1991,0.1875,0.125,0.06666666666666667,0.875,0.6561338289962825,666,0.6
1992,0.3125,0.0625,0.26666666666666666,0.5,0.23605947955390333,43,0.1
1993,0.1875,0.1875,0.13333333333333336,0.5,0.6152416356877323,1297,0.04
1994,0.1875,0.0625,0.13333333333333336,0.0,0.3420074349442379,301,0.12
1995,0.1875,0.125,0.13333333333333336,0.0,0.6691449814126393,561,0.05
1996,0.125,0.0,0.2,0.0,0.5576208178438662,330,0.0
1997,0.375,0.25,0.2,0.5,0.05390334572490706,381,0.04
1998,0.25,0.125,0.06666666666666667,0.0,0.05390334572490706,872,0.04
1999,0.25,0.1875,0.13333333333333336,0.5,0.6840148698884758,126,0.2
2000,0.3125,0.1875,0.2,0.0,0.3643122676579926,757,0.03
2001,0.4375,0.4375,0.26666666666666666,0.5,0.47769516728624534,792,0.79
2002,0.3125,0.25,0.26666666666666666,0.875,0.6486988847583642,1276,0.1
2003,0.5,0.625,0.4666666666666667,0.5,0.6263940520446096,733,0.25
2004,0.375,0.3125,0.26666666666666666,0.875,0.06505576208178439,676,4.2
2005,0.375,0.375,0.33333333333333337,0.5,0.03345724907063197,49,0.05
2006,0.625,0.625,0.6,0.875,0.40892193308550184,303,0.69
2007,0.5,0.5,0.5333333333333333,0.0,0.17286245353159851,93,0.15
2008,0.3125,0.25,0.2,0.0,0.15985130111524162,582,0.05
2009,0.375,0.3125,0.4666666666666667,0.625,0.47769516728624534,51,2.9
2010,0.4375,0.4375,0.4666666666666667,0.0,0.2936802973977695,748,0.05
2011,0.625,0.625,0.6,0.625,0.983271375464684,1245,219.99
2012,0.375,0.3125,0.26666666666666666,0.5,0.5613382899628252,309,0.09
2013,0.5625,0.6875,0.5333333333333333,0.875,0.39776951672862454,303,95.8
2014,0.375,0.25,0.2,0.5,0.8643122676579925,152,0.12
2015,0.0625,0.0625,0.0,0.0,0.7286245353159851,223,0.08
2016,0.25,0.125,0.13333333333333336,0.0,0.32342007434944237,531,0.04
2017,0.4375,0.25,0.2,0.875,0.3141263940520446,828,14.99
2018,0.125,0.125,0.06666666666666667,0.0,0.379182156133829,13,0.1
2019,0.375,0.25,0.33333333333333337,0.875,0.5650557620817843,905,200.0
2020,0.125,0.0,0.33333333333333337,0.0,0.5724907063197026,403,0.05
2021,0.3125,0.1875,0.13333333333333336,0.0,0.2639405204460966,367,0.04
2022,0.3125,0.25,0.13333333333333336,0.875,0.983271375464684,1317,0.05
2023,0.0625,0.0625,0.0,0.0,0.05390334572490706,222,0.04
2024,0.125,0.125,0.06666666666666667,0.5,0.5836431226765799,447,0.1
2025,0.125,0.1875,0.0,0.0,0.3066914498141264,827,0.04
2026,0.3125,0.1875,0.2,0.5,0.5836431226765799,1196,0.06
2027,0.1875,0.1875,0.06666666666666667,0.875,0.2732342007434944,372,0.14
2028,0.1875,0.125,0.13333333333333336,0.0,0.6133828996282528,280,0.05
2029,0.25,0.125,0.13333333333333336,0.0,0.5631970260223048,791,0.08
2030,0.125,0.125,0.06666666666666667,0.5,0.7174721189591078,470,0.11
2031,0.1875,0.125,0.06666666666666667,0.0,0.05390334572490706,298,0.04
2032,0.125,0.0625,0.13333333333333336,0.0,0.7174721189591078,1186,0.05
2033,0.1875,0.0625,0.2,0.0,0.7806691449814126,131,0.05
2034,0.25,0.1875,0.13333333333333336,0.5,0.4553903345724907,10,0.04
2035,0.375,0.3125,0.26666666666666666,0.875,0.6486988847583642,295,0.16
2036,0.1875,0.125,0.0,0.0,0.6486988847583642,379,0.06
2037,0.25,0.125,0.13333333333333336,0.0,0.6486988847583642,750,0.05
2038,0.125,0.0625,0.06666666666666667,0.0,0.8605947955390334,720,0.05
2039,0.25,0.1875,0.06666666666666667,0.0,0.4553903345724907,701,0.04
2040,0.3125,0.1875,0.26666666666666666,0.0,0.4553903345724907,919,0.03
2041,0.1875,0.1875,0.06666666666666667,0.5,0.7806691449814126,578,0.25
2042,0.0625,0.0625,0.0,0.0,0.7806691449814126,433,0.05
2043,0.125,0.0,0.26666666666666666,0.5,0.9535315985130111,1153,0.08
2044,0.3125,0.125,0.26666666666666666,0.5,0.4553903345724907,645,0.05
2045,0.25,0.1875,0.06666666666666667,0.0,0.05390334572490706,210,0.04
2046,0.3125,0.25,0.26666666666666666,0.875,0.3141263940520446,1162,0.19
2047,0.1875,0.125,0.13333333333333336,0.5,0.3141263940520446,1226,0.08
2048,0.375,0.1875,0.2,0.0,0.2973977695167286,1320,0.1
2049,0.3125,0.25,0.13333333333333336,0.5,0.9275092936802973,261,0.09
2050,0.125,0.125,0.06666666666666667,0.0,0.7806691449814126,82,0.04
2051,0.1875,0.1875,0.06666666666666667,0.0,0.7806691449814126,1233,0.06
2052,0.25,0.1875,0.13333333333333336,0.0,0.8736059479553903,1087,0.04
2053,0.25,0.0,0.2,0.0,0.8605947955390334,113,0.04
2054,0.25,0.25,0.13333333333333336,0.5,0.8605947955390334,441,0.04
2055,0.0625,0.0625,0.0,0.0,0.7806691449814126,433,0.04
2056,0.25,0.25,0.13333333333333336,0.875,0.8605947955390334,1009,0.75
2057,0.1875,0.1875,0.06666666666666667,0.875,0.4553903345724907,312,0.1
2058,0.25,0.1875,0.13333333333333336,0.5,0.3550185873605948,128,0.09
2059,0.4375,0.25,0.26666666666666666,0.875,0.07063197026022304,218,0.16
2060,0.1875,0.125,0.13333333333333336,0.625,0.6877323420074349,1268,3.59
2061,0.3125,0.1875,0.06666666666666667,0.0,0.5855018587360594,1269,0.04
2062,0.375,0.1875,0.2,0.875,0.2973977695167286,828,0.1
2063,0.1875,0.125,0.06666666666666667,0.5,0.21933085501858735,1036,0.08
2064,0.125,0.0625,0.06666666666666667,0.0,0.5836431226765799,848,0.08
2065,0.3125,0.25,0.26666666666666666,0.0,0.32342007434944237,1302,0.08
2066,0.1875,0.125,0.0,0.5,0.32342007434944237,1014,0.17
2067,0.1875,0.125,0.13333333333333336,0.0,0.0018587360594795538,712,0.08
2068,0.1875,0.125,0.06666666666666667,0.0,0.6412639405204461,644,0.13
2069,0.3125,0.3125,0.13333333333333336,0.875,0.15613382899628253,1064,0.2
2070,0.125,0.0625,0.2,0.0,0.9535315985130111,1116,0.04
2071,0.1875,0.1875,0.0,0.0,0.9535315985130111,1035,0.07
2072,0.25,0.1875,0.2,0.0,0.9535315985130111,137,0.05
2073,0.25,0.1875,0.13333333333333336,0.625,0.4312267657992565,1243,0.25
2074,0.375,0.25,0.2,0.875,0.2973977695167286,828,0.24
2075,0.125,0.125,0.0,0.5,0.9553903345724907,1136,0.04
2076,0.25,0.25,0.06666666666666667,0.0,0.4312267657992565,380,0.04
2077,0.25,0.1875,0.06666666666666667,0.5,0.6728624535315985,933,0.04
2078,0.1875,0.125,0.06666666666666667,0.5,0.5855018587360594,90,0.09
2079,0.0625,0.0625,0.06666666666666667,0.0,0.02973977695167286,219,0.1
2080,0.125,0.125,0.0,0.0,0.2973977695167286,446,0.13
2081,0.25,0.25,0.13333333333333336,0.0,0.7713754646840149,560,0.08
2082,0.125,0.125,0.06666666666666667,0.0,0.986988847583643,145,0.04
2083,0.3125,0.25,0.2,0.0,0.5855018587360594,1072,0.04
2084,0.1875,0.1875,0.06666666666666667,0.5,0.9553903345724907,913,0.09
2085,0.1875,0.125,0.13333333333333336,0.0,0.3903345724907063,821,0.06
2086,0.1875,0.125,0.06666666666666667,0.0,0.5631970260223048,59,0.05
2087,0.0625,0.0625,0.0,0.0,0.6486988847583642,279,0.18
2088,0.375,0.1875,0.13333333333333336,0.5,0.6486988847583642,463,0.09
2089,0.25,0.0625,0.0,0.0,0.6486988847583642,1148,0.06
2090,0.1875,0.125,0.13333333333333336,0.5,0.6486988847583642,751,0.09
2091,0.125,0.0625,0.0,0.875,0.7453531598513011,85,0.8
2092,0.25,0.125,0.2,0.0,0.5576208178438662,276,0.04
2093,0.375,0.3125,0.2,0.625,0.3531598513011152,374,1.0
2094,0.0625,0.0,0.13333333333333336,0.0,0.5297397769516728,330,0.09
2095,0.1875,0.125,0.0,0.0,0.9144981412639405,729,0.09
2096,0.25,0.1875,0.13333333333333336,0.5,0.9553903345724907,285,0.08
2097,0.375,0.3125,0.26666666666666666,0.875,0.6152416356877323,920,0.99
2098,0.125,0.125,0.06666666666666667,0.0,0.3903345724907063,13,0.1
2099,0.125,0.0625,0.0,0.0,0.7565055762081784,1038,0.07
2100,0.0625,0.0625,0.0,0.5,0.5631970260223048,336,0.04
2101,0.125,0.125,0.06666666666666667,0.0,0.5631970260223048,1220,0.08
2102,0.375,0.3125,0.26666666666666666,0.0,0.5836431226765799,345,0.04
2103,0.1875,0.0,0.0,0.0,0.4907063197026022,621,0.04
2104,0.3125,0.125,0.0,0.5,0.5836431226765799,962,0.13
2105,0.3125,0.25,0.2,0.0,0.5631970260223048,373,0.05
2106,0.1875,0.125,0.06666666666666667,0.625,0.9553903345724907,1192,1.0
2107,0.25,0.125,0.06666666666666667,0.875,0.03345724907063197,5,0.09
2108,0.3125,0.1875,0.13333333333333336,0.875,0.6486988847583642,208,0.1
2109,0.1875,0.125,0.13333333333333336,0.5,0.6356877323420074,751,0.08
2110,0.25,0.3125,0.13333333333333336,0.875,0.8605947955390334,1009,0.15
2111,0.125,0.0625,0.0,0.875,0.15613382899628253,547,0.17
2112,0.125,0.1875,0.06666666666666667,0.5,0.9535315985130111,622,0.1
2113,0.1875,0.125,0.2,0.5,0.9535315985130111,503,0.15
2114,0.375,0.3125,0.4,0.625,0.4553903345724907,51,7.15
2115,0.25,0.125,0.13333333333333336,0.5,0.8605947955390334,790,0.04
2116,0.3125,0.25,0.13333333333333336,0.875,0.23605947955390333,907,0.11
2117,0.1875,0.125,0.06666666666666667,0.5,0.07063197026022304,190,0.75
2118,0.25,0.1875,0.13333333333333336,0.5,0.6152416356877323,424,0.05
2119,0.25,0.1875,0.13333333333333336,0.5,0.5836431226765799,424,0.07
2120,0.25,0.1875,0.2,0.875,0.4795539033457249,1063,0.14
2121,0.3125,0.25,0.2,0.875,0.34014869888475835,816,0.21
2122,0.4375,0.3125,0.26666666666666666,0.625,0.9553903345724907,125,100.0
2123,0.3125,0.125,0.06666666666666667,0.5,0.5836431226765799,962,0.09
2124,0.1875,0.0625,0.0,0.0,0.020446096654275093,922,0.05
2125,0.25,0.1875,0.13333333333333336,0.5,0.5130111524163569,10,0.07
2126,0.125,0.0625,0.0,0.0,0.6877323420074349,28,0.25
2127,0.1875,0.125,0.06666666666666667,0.5,0.39219330855018586,110,1.49
2128,0.1875,0.1875,0.2,1.0,0.3159851301115241,829,0.0
2129,0.1875,0.1875,0.0,0.0,0.9739776951672862,1035,0.04
2130,0.1875,0.0625,0.0,0.5,0.5446096654275092,269,0.13
2131,0.125,0.0625,0.0,0.5,0.13940520446096655,277,0.08
2132,0.3125,0.0625,0.2,0.0,0.22862453531598512,1075,0.04
2133,0.125,0.125,0.06666666666666667,0.5,0.027881040892193308,438,0.49
2134,0.0625,0.0625,0.06666666666666667,0.0,0.5446096654275092,60,0.04
2135,0.125,0.125,0.06666666666666667,0.0,0.9479553903345724,145,0.08
2136,0.3125,0.1875,0.13333333333333336,0.5,0.8420074349442379,207,0.04
2137,0.4375,0.25,0.33333333333333337,0.875,0.22862453531598512,1069,0.17
